Reynolds Numbers:
10000	50000	100000	200000	350000	550000	800000	1000000	1300000	1600000	
Alpha [deg]	Cl	Cd	...
-179.0	0.09493272727272728	-0.03025817234785496	0.10212222222222221	0.00999860278276849	0.09493272727272728	-0.03025817234785496	0.09188136363636364	-0.0375620597609724	0.08419249999999999	-0.043112482998469814	0.09493272727272728	-0.03025817234785496	0.0829176923076923	-0.05756416957980063	0.08481307692307692	-0.060623703526979184	0.0812	-0.07167296853239576	0.07753666666666666	-0.08243974033591135	
-178.0	0.18986545454545456	-0.028599996645182223	0.20424444444444442	0.011638383645950625	0.18986545454545456	-0.028599996645182223	0.18376272727272727	-0.035900546636556716	0.16838499999999998	-0.041448433676253206	0.18986545454545456	-0.028599996645182223	0.1658353846153846	-0.05589351673670661	0.16962615384615384	-0.05895165266738504	0.1624	-0.06999586884671945	0.1550733333333333	-0.0807577209059556	
-177.0	0.2847981818181818	-0.025838600974925893	0.3063666666666666	0.014369127476281725	0.2847981818181818	-0.025838600974925893	0.2756440909090908	-0.03313358972630805	0.2525775	-0.03867725062806773	0.2847981818181818	-0.025838600974925893	0.24875307692307694	-0.05311133005541086	0.25443923076923075	-0.056167136431759856	0.2436	-0.06720293960977614	0.23261	-0.0779565937603432	
-176.0	0.3797309090909091	-0.02197732823950698	0.40848888888888885	0.018187500708188156	0.3797309090909091	-0.02197732823950698	0.36752545454545454	-0.029264533626655	0.33676999999999996	-0.03480227973766455	0.3797309090909091	-0.02197732823950698	0.3316707692307692	-0.04922095877147776	0.3392523076923077	-0.05227350476527282	0.3248	-0.0632975333294167	0.3101466666666666	-0.07403971390408744	
-175.0	0.47466363636363634	-0.017020852808130867	0.5106111111111111	0.023088842040068898	0.47466363636363634	-0.017020852808130867	0.4594068181818181	-0.024298055077691068	0.42096249999999996	-0.029828199546839726	0.47466363636363634	-0.017020852808130867	0.4145884615384615	-0.04422708611781244	0.42406538461538457	-0.04727544189397318	0.406	-0.0582843378183519	0.38768333333333327	-0.06901177264486141	
-174.0	0.5695963636363636	-0.01097517483092576	0.6127333333333332	0.029067168116176528	0.5695963636363636	-0.01097517483092576	0.5512881818181816	-0.018240157276590993	0.505155	-0.023761015568301735	0.5695963636363636	-0.01097517483092576	0.4975061538461539	-0.03813572363609929	0.5088784615384615	-0.0411789606359262	0.4872	-0.05216937050419561	0.46522	-0.06287879190197675	
-173.0	0.6645290909090908	-0.003847612940427299	0.7148555555555556	0.03611518082001694	0.6645290909090908	-0.003847612940427299	0.6431695454545453	-0.011098162578167151	0.5893475	-0.016608052985522575	0.6645290909090908	-0.003847612940427299	0.5804238461538461	-0.03095420387481659	0.5936915384615383	-0.03399139509883904	0.5684	-0.04495997112568677	0.5427566666666667	-0.05564811690123728	
-172.0	0.7594618181818182	0.004353204650702363	0.8169777777777777	0.04422427617038084	0.7594618181818182	0.004353204650702363	0.7350509090909091	-0.002880703591454807	0.6735399999999999	-0.008377947748461324	0.7594618181818182	0.004353204650702363	0.6633415384615384	-0.022691171482716634	0.6785046153846154	-0.025721391773065844	0.6496	-0.03666479282397913	0.6202933333333333	-0.047328407264557386	
-171.0	0.8543945454545455	0.013617350644879109	0.9190999999999999	0.05338455480916719	0.8543945454545455	0.013617350644879109	0.8269322727272727	0.00640228731683163	0.7577325	0.0009193639239972462	0.8543945454545455	0.013617350644879109	0.7462592307692306	-0.013356572708614602	0.7633176923076922	-0.016378899030835725	0.7308	-0.027293791639843364	0.6978299999999998	-0.037929626505190016	
-170.0	0.9493272727272727	0.023933610734943492	0.8642793268528527	0.06358483406821917	0.9493272727272727	0.023933610734943492	0.9188136363636362	0.016739590099189315	0.8419249999999999	0.011272657622106795	0.9493272727272727	0.023933610734943492	0.829176923076923	-0.002961643320269193	0.8481307692307691	-0.005975155044486549	0.812	-0.016858214429564894	0.7753666666666665	-0.027463029941348305	
